TICKER,NAME,DATES_IN,DATES_OUT,SECTOR
PBCT,PEOPLE'S UNITED FINANCIAL INC.,20081110,20220404,FINANCIALS
POM,PEPCO HOLDINGS INC.,,20160330,UTILITIES
PBG,PEPSI BOTTLING GROUP INC.,,20100301,CONSUMER NON CYCLICALS
PEP,PEPSICO INC.,,,CONSUMER NON CYCLICALS
RVTY,REVVITY PERKINELMER INC.,,,HEALTHCARE
PRGO,PERRIGO CO.,20111216,20210920,HEALTHCARE
PETM,PETSMART INC.,20121010,20150312,CONSUMER CYCLICALS
PFE,PFIZER INC.,,,HEALTHCARE
PCG,PG&E CORP.,20221003,20190118,UTILITIES
PD,PHELPS DODGE CORP.,,20070312,BASIC MATERIALS
PM,PHILIP MORRIS INTERNATIONAL INC.,20080328,,CONSUMER NON CYCLICALS
POOL,POOL CORP,20201007,,CONSUMER CYCLICALS
PSX,PHILLIPS 66,20120423,,ENERGY
PNW,PINNACLE WEST CAPITAL CORP.,,,UTILITIES
PXD,PIONEER NATURAL RESOURCES CO.,20080929,,ENERGY
PBI,PITNEY BOWES INC.,,20170301,INDUSTRIALS
PCL,PLUM CREEK TIMBER CO. INC. REIT,,20160222,FINANCIALS
PMCS,PMC-SIERRA INC.,,20070629,TECHNOLOGY
PNC,PNC FINANCIAL SERVICES GROUP INC.,,,FINANCIALS
PPG,PPG INDUSTRIES INC.,,,BASIC MATERIALS
PPL,PPL CORP.,,,UTILITIES
PX,PRAXAIR INC.,,20181031,BASIC MATERIALS
PCP,PRECISION CASTPARTS CORP.,,20160201,INDUSTRIALS
BKNG,BOOKINGS HOLDINGS,20091103,,CONSUMER CYCLICALS
PFG,PRINCIPAL FINANCIAL GROUP INC.,,,FINANCIALS
PG,PROCTER & GAMBLE CO.,,,CONSUMER NON CYCLICALS
PGN,PROGRESS ENERGY INC.,,20120702,UTILITIES
PGR,PROGRESSIVE CORP.,,,FINANCIALS
PLD,PROLOGIS,,,REAL ESTATE
PVN,PROVIDIAN FINANCIAL CORP.,,20050930,FINANCIALS
PRU,PRUDENTIAL FINANCIAL INC.,,,FINANCIALS
PTC,PTC INC.,20210415,20061229,TECHNOLOGY
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,,,UTILITIES
PSA,PUBLIC STORAGE,,,REAL ESTATE
PHM,PULTEGROUP INC.,,,CONSUMER CYCLICALS
PVH,PVH CORP.,20130215,20220919,CONSUMER CYCLICALS
QEP,QEP RESOURCES INC.,20100630,20150701,ENERGY
QLGC,QLOGIC CORP.,,20110118,TECHNOLOGY
QRVO,QORVO INC.,20150611,,TECHNOLOGY
QCOM,QUALCOMM INC.,,,TECHNOLOGY
PWR,QUANTA SERVICES INC.,20090604,,INDUSTRIALS
DGX,QUEST DIAGNOSTICS INC.,,,HEALTHCARE
STR,QUESTAR CORP.,20061130,20100630,UTILITIES
IMS,IMS HEALTH HOLDINGS INC,,20100301,TECHNOLOGY
IQV,IQVIA HOLDINGS INC.,20170829,,HEALTHCARE
Q,QWEST COMMUNICATIONS INTERNATIONAL INC.,,20110331,TELECOMMUNICATIONS SERVICES
EG,EVEREST RE GROUP LTD,20170619,,FINANCIALS
RRD,R.R. DONNELLEY & SONS CO.,,20121212,INDUSTRIALS
RSH,RADIOSHACK CORP.,,20110630,CONSUMER CYCLICALS
RL,RALPH LAUREN CORP.,20070131,,CONSUMER CYCLICALS
RRC,RANGE RESOURCES CORP.,20071220,20180618,ENERGY
RJF,RAYMOND JAMES FINANCIAL INC.,20170320,,FINANCIALS
RTN,RAYTHEON CO.,,20200403,INDUSTRIALS
HOUS,ANYWHERE REAL ESTATE CORP.,20060731,20070409,FINANCIALS
O,REALTY INCOME CORP.,20150407,,REAL ESTATE
RHT,RED HAT INC.,20090724,20190715,TECHNOLOGY
REG,REGENCY CENTERS CORP.,20170302,,REAL ESTATE
REGN,REGENERON PHARMACEUTICALS INC.,20130430,,HEALTHCARE
RF,REGIONS FINANCIAL CORP.,,,FINANCIALS
RSG,REPUBLIC SERVICES INC.,,,INDUSTRIALS
RMD,RESMED INC.,20170726,,HEALTHCARE
RAI,REYNOLDS AMERICAN INC.,,20170726,CONSUMER NON CYCLICALS
RHI,ROBERT HALF INTERNATIONAL INC.,,,INDUSTRIALS
ROK,ROCKWELL AUTOMATION INC.,,,INDUSTRIALS
COL,ROCKWELL COLLINS INC.,,20181130,INDUSTRIALS
ROL,ROLLINS INC.,20181001,,INDUSTRIALS
ROP,ROPER INDUSTRIES INC.,20091222,,INDUSTRIALS
ROST,ROSS STORES INC.,20091218,,CONSUMER CYCLICALS
RDC,ROWAN COS. INC.,,20140818,ENERGY
RCL,ROYAL CARIBBEAN CRUISES LTD.,20141205,,CONSUMER CYCLICALS
R,RYDER SYSTEM INC.,,20170619,INDUSTRIALS
SPGI,S&P GLOBAL,20150427,,FINANCIALS
SABR,SABRE HOLDINGS CORP.,,20070330,TECHNOLOGY
SAF,SAFECO CORP.,,20080929,FINANCIALS
SWY,SAFEWAY INC.,,20150127,CONSUMER NON CYCLICALS
CRM,SALESFORCE.COM INC.,20080910,,TECHNOLOGY
SNDK,SANDISK CORP.,,20160513,TECHNOLOGY
SANM,SANMINA CORP.,,20070629,TECHNOLOGY
SBAC,SBA COMMUNICATIONS CORP.,20170901,,REAL ESTATE
SCG,SCANA CORP.,20081231,20190102,UTILITIES
SGP,SCHERING-PLOUGH CORP.,,20091103,HEALTHCARE
SLB,SCHLUMBERGER LTD.,,,ENERGY
SNI,SCRIPPS NETWORKS INTERACTIVE INC. CL A,20080630,20180307,CONSUMER CYCLICALS
STX,SEAGATE TECHNOLOGY PLC,20120702,,TECHNOLOGY
SEE,SEALED AIR CORP.,,20231218,BASIC MATERIALS
SHLD,SEARS HOLDINGS CORP.,,20120905,CONSUMER CYCLICALS
SRE,SEMPRA ENERGY,,,UTILITIES
SHW,SHERWIN-WILLIAMS CO.,,,BASIC MATERIALS
SIAL,SIGMA-ALDRICH CORP.,,20151119,BASIC MATERIALS
SIG,SIGNET JEWELERS,20150729,20180319,CONSUMER CYCLICALS
SPG,SIMON PROPERTY GROUP INC.,,,REAL ESTATE
SWKS,SKYWORKS SOLUTIONS INC.,20150312,,TECHNOLOGY
SLG,SL GREEN REALTY,20150323,20210322,REAL ESTATE
JSM,SLM CORP.,,20140501,FINANCIALS
SII,SMITH INTERNATIONAL INC.,,20100826,ENERGY
SNA,SNAP-ON INC.,,,INDUSTRIALS
SLR,SOLECTRON CORP.,,20070928,INDUSTRIALS
SO,SOUTHERN CO.,,,UTILITIES
LUV,SOUTHWEST AIRLINES CO.,,,INDUSTRIALS
SWN,SOUTHWESTERN ENERGY CO.,,20170403,ENERGY
SOV,SOVEREIGN BANCORP INC.,,20090126,FINANCIALS
SE,SPECTRA ENERGY CORP.,20061229,20170228,ENERGY
S,SPRINT NEXTEL CORP.,,20130708,TELECOMMUNICATIONS SERVICES
STJ,ST. JUDE MEDICAL INC.,,20170105,HEALTHCARE
SWK,STANLEY BLACK & DECKER INC.,,,INDUSTRIALS
SPLS,STAPLES INC.,,20170918,CONSUMER CYCLICALS
SBUX,STARBUCKS CORP.,,,CONSUMER CYCLICALS
SBL,SYMBOL TECHNOLOGIES INC.,,20070110,TECHNOLOGY
HOT,STARWOOD HOTELS & RESORTS WORLDWIDE INC.,,20160922,CONSUMER CYCLICALS
STT,STATE STREET CORP.,,,FINANCIALS
SRCL,STERICYCLE INC.,20081118,20181203,INDUSTRIALS
SYK,STRYKER CORP.,,,HEALTHCARE
JAVA,SUN MICROSYSTEMS INC.,,20100129,TECHNOLOGY
SUNE,SUNEDISON INC.,,20111216,ENERGY
SUN,SUNOCO INC.,,20121010,ENERGY
STI,SUNTRUST BANKS INC.,,20191219,FINANCIALS
SVU,SUPERVALU INC.,,20120423,CONSUMER NON CYCLICALS
SIVB,SVB FINANCIAL GROUP,20180319,20230315,FINANCIALS
GEN,GEN DIGITAL INC.,,,TECHNOLOGY
SNPS,SYNOPSYS INC.,20170316,,TECHNOLOGY
SYF,SYNCHRONY FINANCIAL,20151118,,FINANCIALS
SNV,SYNOVUS FINANCIAL CORP.,,20071231,FINANCIALS
SYY,SYSCO CORP.,,,CONSUMER NON CYCLICALS
TROW,T. ROWE PRICE GROUP INC.,,,FINANCIALS
TTWO,TAKE-TWO INTERACTIVE SOFTWARE INC.,20180319,,TELECOMMUNICATIONS SERVICES
TGT,TARGET CORP.,,,CONSUMER CYCLICALS
TEL,TE CONNECTIVITY LTD.,20070629-20111014,20090625,TECHNOLOGY
TE,TECO ENERGY INC.,,20160701,UTILITIES
TEK,TEKTRONIX INC.,,20071115,TECHNOLOGY
TLAB,TELLABS INC.,,20111220,TECHNOLOGY
TIN,TEMPLE-INLAND INC.,,20071228,BASIC MATERIALS
THC,TENET HEALTHCARE CORP.,,20160418,HEALTHCARE
TDC,TERADATA CORP.,20070928,20170619,TECHNOLOGY
TER,TERADYNE INC.,20200921,20131221,TECHNOLOGY
TEX,TEREX CORP.,20061219,20081105,INDUSTRIALS
ANDV,ANDEAVOR INC.,20070926,20181001,ENERGY
TXN,TEXAS INSTRUMENTS INC.,,,TECHNOLOGY
TXT,TEXTRON INC.,,,INDUSTRIALS
COO,THE COOPER COMPANIES INC.,20160922,,HEALTHCARE
TRV,THE TRAVELERS COMPANIES INC.,,,FINANCIALS
TMO,THERMO FISHER SCIENTIFIC INC.,,,HEALTHCARE
TIF,TIFFANY & CO.,,20210107,CONSUMER CYCLICALS
TWC,TIME WARNER CABLE INC.,,20160620,CONSUMER CYCLICALS
TWX,TIME WARNER INC.,,20180620,CONSUMER CYCLICALS
TRB,TRIBUNE CO.,,20071220,CONSUMER CYCLICALS
TWTR,TWITTER INC,20180607,20221101,TELECOMMUNICATIONS SERVICES
TIE,TITANIUM METALS CORP.,,20121224,BASIC MATERIALS
TJX,TJX COS.,,,CONSUMER CYCLICALS
TMUS,T-MOBILE US INC.,20090625-20190715,20130430,TELECOMMUNICATIONS SERVICES
GL,GLOBE LIFE CORP.,,,FINANCIALS
TSS,TOTAL SYSTEM SERVICES INC.,20071231,20190923,TECHNOLOGY
TOY,TOYS R US HLDG. COS. INC.,,20050712,CONSUMER CYCLICALS
TSCO,TRACTOR SUPPLY CO.,20140124,,CONSUMER CYCLICALS
TDG,TRANSDIGM GROUP INC.,20160603,,INDUSTRIALS
TECH,BIO-TECHNE,20210824,,HEALTHCARE
RIG,TRANSOCEAN LTD.,20131021,20170726,ENERGY
TRIP,TRIPADVISOR INC.,20111220,20191223,TELECOMMUNICATIONS SERVICES
FOXA,21ST CENTURY FOX INC.,20130628,,TELECOMMUNICATIONS SERVICES
FOX,21ST CENTURY FOX INC.,20150918,,TELECOMMUNICATIONS SERVICES
TRMB,TRIMBLE INC.,20210121,,TECHNOLOGY
TSN,TYSON FOODS INC.,,,CONSUMER NON CYCLICALS
USB,U.S. BANCORP,,,FINANCIALS
UDR,UDR INC.,20160307,,REAL ESTATE
ULTA,ULTA SALON COSMETICS & FRAGRANCE INC.,20160418,,CONSUMER CYCLICALS
UA,UNDER ARMOUR INC.,20140501,20220621,CONSUMER CYCLICALS
UNP,UNION PACIFIC CORP.,,,INDUSTRIALS
UIS,UNISYS CORP.,,20081110,TECHNOLOGY
UAL,UNITED CONTINENTAL HOLDINGS,20150902,,INDUSTRIALS
UPS,UNITED PARCEL SERVICE INC.,,,INDUSTRIALS
URI,UNITED RENTALS INC.,20140920,,INDUSTRIALS
X,UNITED STATES STEEL CORP.,,20140702,BASIC MATERIALS
RTX,RAYTHEON TECHNOLOGIES CORP.,,,INDUSTRIALS
UNH,UNITEDHEALTH GROUP INC.,,,HEALTHCARE
UHS,UNIVERSAL HEALTH SERVICES INC.,20140920,,HEALTHCARE
UVN,UNIVISION COMMUNICATIONS INC.,,20070328,CONSUMER CYCLICALS
UNM,UNUM GROUP,,,FINANCIALS
URBN,URBAN OUTFITTERS INC.,20100129,20170320,CONSUMER CYCLICALS
VLO,VALERO ENERGY CORP.,,,ENERGY
VAR,VARIAN MEDICAL SYSTEMS INC.,20070207,20210415,HEALTHCARE
VNT,VONTIER INC,20201009,20210322,INDUSTRIALS
VTR,VENTAS INC.,20090224,,REAL ESTATE
VRSN,VERISIGN INC.,,,TECHNOLOGY
VRSK,VERISK ANALYTICS,20151007,,INDUSTRIALS
VRTS,VERITAS SOFTWARE CORP.,,20050622,TECHNOLOGY
VZ,VERIZON COMMUNICATIONS INC.,,,TELECOMMUNICATIONS SERVICES
VRTX,VERTEX PHARMACEUTICALS INC.,20130920,,HEALTHCARE
VFC,VF CORP.,,,CONSUMER CYCLICALS
VIA,VIACOM INC.,,20191205,CONSUMER CYCLICALS
V,VISA INC.,20091218,,TECHNOLOGY
VNO,VORNADO REALTY TRUST,,20230105,REAL ESTATE
VMC,VULCAN MATERIALS CO.,,,BASIC MATERIALS
GWW,W.W. GRAINGER INC.,,,INDUSTRIALS
WB,WACHOVIA CORP.,,20081231,FINANCIALS
WBA,WALGREEN CO.,,,CONSUMER NON CYCLICALS
WMT,WAL-MART STORES INC.,,,CONSUMER NON CYCLICALS
DIS,WALT DISNEY CO.,,,TELECOMMUNICATIONS SERVICES
GHC,GRAHAM HOLDINGS CO.,20071228,,CONSUMER CYCLICALS
WM,WASTE MANAGEMENT INC.,,,INDUSTRIALS
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP.,20190227,,INDUSTRIALS
WAT,WATERS CORP.,,,HEALTHCARE
WFT,WEATHERFORD INTERNATIONAL LTD.,20050712,20090220,ENERGY
ELV,ELEVANCE HEALTH,,,HEALTHCARE
WCG,WELLCARE HEALTH PLANS INC.,20180917,20200122,HEALTHCARE
WFC,WELLS FARGO & CO.,,,FINANCIALS
WEN,WENDY'S CO.,,20080929,CONSUMER CYCLICALS
WDC,WESTERN DIGITAL CORP.,,,TECHNOLOGY
WU,WESTERN UNION CO.,20060925,20211220,TECHNOLOGY
WRK,WESTROCK CO,,,BASIC MATERIALS
WY,WEYERHAEUSER CO.,,,REAL ESTATE
WHR,WHIRLPOOL CORP.,,20240318,CONSUMER CYCLICALS
WFM,WHOLE FOODS MARKET INC.,,20170829,CONSUMER NON CYCLICALS
WMB,WILLIAMS COS.,,,ENERGY
WTW,WILLIS TOWERS WATSON,20160105,,FINANCIALS
WIN,WINDSTREAM HOLDINGS INC.,,20150407,TELECOMMUNICATIONS SERVICES
WEC,WISCONSIN ENERGY CORP.,20081030,,UTILITIES
WPX,WPX ENERGY INC.,20111231,20140321,ENERGY
TNL,TRAVEL LEISURE,20060731,20180531,CONSUMER CYCLICALS
WYNN,WYNN RESORTS LTD.,20081113,,CONSUMER CYCLICALS
XEL,XCEL ENERGY INC.,,,UTILITIES
XRX,XEROX CORP.,,20210322,TECHNOLOGY
XLNX,XILINX INC.,,20220215,TECHNOLOGY
XL,XL GROUP PLC,,20180917,FINANCIALS
XTO,XTO ENERGY INC.,,20100628,ENERGY
XYL,XYLEM INC.,20111031,,INDUSTRIALS
AABA,YAHOO! INC.,,20170619,FINANCIALS
YUM,YUM! BRANDS INC.,,,CONSUMER CYCLICALS
ZBH,ZIMMER BIOMET HOLDINGS INC.,,,HEALTHCARE
ZION,ZIONS BANCORP.,,20240318,FINANCIALS
ZTS,ZOETIS INC.,20130621,,HEALTHCARE
AMCR,AMCOR PLC,20190611,,BASIC MATERIALS
APTV,APTIV PLC,20121224,,CONSUMER CYCLICALS
BIO,BIO-RAD LABORATORIES INC.,20200622,,HEALTHCARE
CZR,CAESARS ENTERTAINMENT CORP.,20210322,,CONSUMER CYCLICALS
CARR,CARRIER GLOBAL CORP.,20200403,,INDUSTRIALS
CTLT,CATALENT INC. ,20200921,,HEALTHCARE
DXCM,DEXCOM INC.,20200521,,HEALTHCARE
FANG,DIAMONDBACK ENERGY INC.,20181203,,ENERGY
DPZ,DOMINO'S PIZZA INC.,20200512,,CONSUMER CYCLICALS
ETSY,ETSY,20200921,,CONSUMER CYCLICALS
GNRC,GENERAC HOLDINGS,20210322,,INDUSTRIALS
JKHY,JACK HENRY & ASSOCIATES INC.,20181113,,TECHNOLOGY
LYV,LIVE NATION ENTERTAINMENT INC.,20191223,,TELECOMMUNICATIONS SERVICES
MPWR,MONOLITHIC POWER SYSTEMS INC.,20210212,,TECHNOLOGY
NWSA,NEWS CORP CLASS A,20130801,,TELECOMMUNICATIONS SERVICES
NXPI,NXP SEMICONDUCTORS,20210322,,TECHNOLOGY
OTIS,OTIS WORLDWIDE,20200403,,INDUSTRIALS
PENN,PENN NATIONAL GAMING,20210322,20220919,CONSUMER CYCLICALS
STE,STERIS,20191223,,HEALTHCARE
TDY,TELEDYNE TECHNOLOGIES,20200622,,INDUSTRIALS
TFX,TELEFLEX,20190128,,HEALTHCARE
TSLA,TESLA INC.,20201221,,CONSUMER CYCLICALS
TYL,TYLER TECHNOLOGIES,20200622,,TECHNOLOGY
ZBRA,ZEBRA TECHNOLOGIES,20191223,,TECHNOLOGY
OGN,ORGANON & CO.,20210603,,HEALTHCARE
MTCH,MATCH GROUP INC.,20210920,,TELECOMMUNICATIONS SERVICES
SEDG,SOLAREDGE TECHNOLOGIES,20211220,20231218,TECHNOLOGY
SBNY,SIGNATURE BANK,20211220,20230315,FINANCIALS
NDSN,NORDSON,20220215,,INDUSTRIALS
MOH,MOLINA HEALTHCARE,20220228,,HEALTHCARE
CPT,CAMDEN PROPERTY TRUST,20220404,,REAL ESTATE
VICI,VICI PROPERTIES INC.,20220608,,REAL ESTATE
CSGP,COSTAR GROUP,20220919,,INDUSTRIALS
INVH,INVITATION HOMES,20220919,,REAL ESTATE
ON,ON SEMICONDUCTOR CORP.,20220621,,TECHNOLOGY
TRGP,TARGA RESOURCES CORP.,20221012,,ENERGY
ACGL,ARCH CAPITAL GROUP,20221101,,FINANCIALS
STLD,STEEL DYNAMICS,20221222,,BASIC MATERIALS
GEHC,GE HEALTHCARE TECHNOLOGIES INC.,20230104,,HEALTHCARE
PODD,INSULET CORP.,20230315,,HEALTHCARE
BG,BUNGE LTD.,20230315,,CONSUMER NON CYCLICALS
FICO,FAIR ISAAC CORP.,20230320,,TECHNOLOGY
AXON,AXON ENTERPRISE,20230504,,TECHNOLOGY
PANW,PALO ALTO NETWORKS INC.,20230620,,TECHNOLOGY
KVUE,KENVUE INC.,20230825,,CONSUMER NON CYCLICALS
ABNB,AIRBNB INC.,20230918,,TECHNOLOGY-SOFTWARE
BX,BLACKSTONE INC.,20230918,,FINANCIALS-STOCKS
VLTO,VERANTO,20231002,,TECHNOLOGY-STOCKS
LULU,LULULEMON ATHLETICA,20231018,,CONSUMER CYCLICALS-STOCKS
BLDR,BUILDERS FIRSTSOURCE INC.,20231218,,INDUSTRIALS-STOCKS
UBER,UBER TECHNOLOGIES INC.,20231218,,INDUSTRIALS-STOCKS
DECK,DECKERS OUTDOOR CORP.,20240318,,CONSUMER CYCLICALS-STOCKS
SMCI,SUPER MICRO COMPUTER INC.,20240318,,TECHNOLOGY-STOCKS
